70:B3:D5:D4:7,"YotaScope Tech Co, Ltd"
28:C6:71,Yota Devices OY
00:17:A6,"Yosin Electronics Co, Ltd"
00:11:B3,"Yoshimiya Co, Ltd"
00:C0:99,"Yoshiki Industrial Co, Ltd"
C0:B3:57,Yoshiki Electronics Industry Ltd
00:40:59,Yoshida Kogyo K. K.
00:16:05,Yorkville Sound Inc
00:0F:52,"York Refrigeration, Marine & Controls"
B4:30:C0,York Instruments Ltd
40:D8:55:18:9,Yoozma Corp
6C:DF:FB:9,YongTechs Electric Co Ltd
50:FF:99:3,Yongjing Shanghai Electronic Science and Tech
7C:BA:CC:9,Yongguan Electronic Tech (D.G)Ltd
88:E8:F8,Yong Tai Electronic (Dongguan) Ltd
00:0A:CA,"Yokoyama Shokai Co, Ltd"
00:50:C2:CA:5,"Yokowo Co, Ltd"
8C:D2:E9,"Yokote Seiko Co, Ltd"
64:7D:81,"Yokota Industrial Co,.Ltd"
00:00:64,Yokogawa Digital Computer Corp
00:60:41,Yokogawa Digital Computer Corp
D0:0A:AB,Yokogawa Digital Computer Corp
00:0E:C9,Yoko Tech Corp
00:27:06,Yoisys
00:18:A7,Yoggie Security Systems Ltd
D0:E3:47,Yoga
68:EC:62,Yodo Tech Corp Ltd
00:09:26,"Yoda Communications, Inc"
1C:97:C5,Ynomia Pty Ltd
00:1B:05,Ymc AG
00:21:76,YMax Telecom Ltd
00:06:89,yLez Tech Pte Ltd
00:50:C2:FA:A,Yjsystem
70:B3:D5:32:1,Yite Tech
90:E2:FC:1,Yite Tech
70:B3:D5:BC:9,Yite Tech
30:1F:9A:6,"YiSheng Tech Co, Ltd"
B4:37:D1:6,"Yireh Auto Tech Co, Ltd"
00:06:55,"Yipee, Inc"
0C:FE:5D:B,Yinuo-Link Ltd
58:E1:6C,"Ying Hua Information Tech (Shanghai)Co, Ltd"
5C:5B:C2,Yik Corp
00:1B:C5:09:B,Yik Corp
00:18:E4,Yiguang
CC:14:A6,"Yichun MyEnergy Domain, Inc"
50:33:F0,Yichen (Shenzhen) Tech CoLtd
00:1B:3B,"Yi-Qing Co, Ltd"
B4:C1:70,"Yi chip Microelectronics (Hangzhou) Co, Ltd"
00:B8:10,"Yi chip Microelectronics (Hangzhou) Co, Ltd"
9C:82:75,"Yi chip Microelectronics (Hangzhou) Co, Ltd"
1C:C1:BC,"Yi chip Microelectronics (Hangzhou) Co, Ltd"
70:B3:D5:63:F,"YG Co Co, Ltd"
BC:1A:67,"YF Tech Co, Ltd"
00:08:F5,"Yestechnology Co, Ltd"
00:1B:C5:0B:E,YESpay International Ltd
E8:51:9D,"Yeonhab Precision Co, Ltd"
00:09:EA,Yem Inc
00:50:C2:A9:F,"YellowSoft Co, Ltd"
38:B8:EB:D,"Yellowbrick Data, Inc"
E4:8F:65,"Yelatma Instrument Making Enterprise, Jsc"
74:5B:C5:6,Yekani Manufacturing Pty Ltd
70:B3:D5:E0:2,Yehl & Jordan Llc
F8:24:41,Yeelink
00:1A:C2,"Yec Co, Ltd"
80:5E:C0,"Yealink(Xiamen) Network Tech Co, Ltd"
80:5E:0C,"Yealink(Xiamen) Network Tech Co, Ltd"
00:22:7D,YE Data Inc
00:13:4C,Ydt Tech International
00:50:C2:1D:0,"Yazaki North America, Inc"
F8:9F:B8,Yazaki Energy System Corp
00:0F:DA,Yazaki Corp
40:D8:55:17:2,"Yawata Electric Industrial Co, Ltd"
70:B3:D5:BC:E,"Yawata Electric Industrial Co, Ltd"
70:B3:D5:22:6,Yaviar
F8:42:FB,"Yasuda Joho Co, Ltd"
00:20:B5,Yaskawa Electric Corp
00:0B:9E,Yasing Tech Corp
00:50:C2:FA:8,Yash SiQure Tech India Pvt. Ltd
00:50:C2:4C:A,Yarg Biometrics Ltd
00:50:C2:D4:D,Yardney Technical Products Inc
EC:43:8B,Yaptv
F8:84:79,"Yaojin Tech (Shenzhen) Co, Ltd"
6C:93:54,"Yaojin Tech (Shenzhen) Co, Ltd"
00:0B:31,"Yantai ZhiYang Scientific and Tech industry Co, Ltd"
0C:FE:5D:4,"Yantai Dongfang Wisdom Electic Co, Ltd"
00:D0:32,"Yano Electric Co, Ltd"
20:5C:FA,"Yangzhou ChangLian Network Tech Co, Ltd"
A4:28:B7,"Yangtze Memory Tech Co, Ltd"
00:13:E4,Yangjae Systems Corp
00:0A:E3,"Yang Mei Tech Co, Ltd"
F0:65:C2,"Yanfeng Visteon Electronics Tech (Shanghai) Co, Ltd"
68:0A:D7,"Yancheng Kecheng Optoelectronic Tech Co, Ltd"
C8:F3:6B,"Yamato Scale Co, Ltd"
00:80:68,Yamatech Scientific Ltd
00:20:04,"Yamatake-Honeywell Co, Ltd"
00:50:01,Yamashita Systems Corp
70:B3:D5:DF:B,Yamamoto Works Ltd
00:09:F1,Yamaki Electric Corp
70:B3:D5:05:3,"Yamakatsu Electronics Industry Co, Ltd"
AA:0F:85,Yamaichi Electronics
00:04:C6,"Yamaha Motor Co, Ltd"
00:A0:DE,Yamaha Corp
AC:44:F2,Yamaha Corp
F4:1F:0B,Yamabishi Corp
64:5E:BE,Yahoo! Japan
70:B3:D5:2F:E,"Yaham Optoelectronics Co, Ltd"
00:04:89,"Yafo Networks, Inc"
00:01:25,"Yaesu Musen Co, Ltd"
B0:45:45,Yacoub Automation GmbH
70:B3:D5:AE:6,Ya Batho Trading (Pty) Ltd
00:07:A5,Y.D.K Co Ltd
00:50:C2:A5:1,Y-products CoLtd
00:50:C2:F5:E,Y-cam Solutions Ltd
8C:AE:89,Y-cam Solutions Ltd
04:D7:83,"Y&H E&C Co, Ltd"
68:7C:D5,"Y Soft Corp, a.s."
08:00:8D,Xyvision Inc
00:0C:C8,"Xytronix Research & Design, Inc"
00:07:54,"Xyterra Computing, Inc"
00:50:C2:46:4,Xytac system Tech
C0:29:F3,XySystem
00:80:93,Xyron Corp
00:A0:9C,"Xyplex, Inc"
08:00:87,"Xyplex, Inc"
00:19:B2,"XYnetsoft Co, Ltd"
70:B3:D5:C1:A,Xylon
00:80:2D,Xylogics Inc
00:0C:F9,Xylem Water Solutions
00:05:52,Xycotec Computer GmbH
00:50:C2:37:7,Xycom Vme
00:60:00,Xycom Inc
00:50:C2:C9:F,xxter b.v.
C0:D3:91:9,xxter b.v.
00:50:C2:66:6,Xworks NZ Ltd
C0:D8:34,xvtec Ltd
70:B3:D5:18:4,Xv360 Optical Information Systems Ltd
7C:BC:84:7,"Xuji Changnan Communication Equipment Co, Ltd"
8C:7B:F0,Xufeng Development Ltd
A8:1B:18,Xts Corp
BC:71:C1,"XTrillion, Inc"
14:F0:C5,Xtremio Ltd
00:0C:0E,"XtremeSpectrum, Inc"
A0:8C:9B,Xtreme Tech Corp
5C:D1:35,Xtreme Power Systems
00:22:A2,Xtramus Tech
00:80:E0,"Xtp Systems, Inc"
00:50:C2:91:A,Xtone Networks
00:04:F9,"Xtera Communications, Inc"
00:50:C2:84:3,Xtensor Systems Inc
00:50:C2:76:3,XtendWave
D0:83:D4,Xtel Wireless ApS
70:B3:D5:29:D,XTech2 Sia
00:0F:EE,"XTec, Inc"
00:16:31,Xteam
88:57:6D,Xta Electronics Ltd
00:10:87,Xstreamis Plc
00:B0:B3,Xstreamis Plc
00:18:2E,XStreamHD
70:4A:AE,Xstream Flow (Pty) Ltd
00:50:C2:12:0,"XStore, Inc"
E0:1F:0A,Xslent Energy Tech Llc
00:50:C2:BC:2,Xslent Energy Tech Llc
50:62:55:4,Xslab Inc
70:B3:D5:50:4,Xsight Systems Ltd
00:0A:32,Xsido Corp
00:03:B0,Xsense Tech Corp
00:1E:05,Xseed Tech & Computing
00:26:F5,Xrplus Inc
00:D0:25,"Xrosstech, Inc"
78:C2:C0:1,Xronos.Inc
40:D8:55:00:0,Xronos.Inc
00:50:C2:87:3,Xronet Corp
00:50:03,Xrite Inc
FA:EB:6E,xRAN.org
E4:1E:0A:4,Xpr Group
00:1B:C5:04:8,XPossible Tech Pte Ltd
00:A0:89,"Xpoint Tech, Inc"
00:50:C2:E8:2,Xplore Tech Corp
70:B3:D5:99:6,XpertSea Solutions Inc
D0:22:12:C,Xperio Labs Ltd
F8:1D:78:2,Xperio Labs Ltd
DA:41:62,Xperi Corp
00:50:7A,"Xpeed, Inc"
00:03:20,"Xpeed, Inc"
70:B3:D5:15:2,Xped Corp Pty Ltd
00:0A:CB,Xpak Msa Group
70:B3:D5:C0:6,XotonicsMED GmbH
2C:00:F7,Xos
00:1D:C2,Xortec OY
64:24:00,Xorcom Ltd
00:50:C2:58:F,XoIP Systems Pty Ltd
00:50:C2:AF:F,XoByte Llc
00:20:DB,"Xnet Tech, Inc"
00:05:1C,Xnet Tech Corp
00:D0:47,XN Tech
F8:62:AA,xn systems
00:22:97,Xmos Semiconductor
58:FC:DB:A,Xmodus Systems GmbH
04:0A:E0,Xmit AG Computer Networks
70:B3:D5:A6:B,xmi systems
B0:C5:CA:C,XMetrics
00:23:AD,Xmark Corp
70:B3:D5:84:0,xm
70:B3:D5:85:E,Xlogic srl
00:40:2F,Xlnt Designs Inc
00:50:C2:00:F,Xln-t
00:1E:A0,Xln-t
78:2F:17,"Xlab Co, Ltd"
00:A0:E3,Xkl Systems Corp
00:50:B9,"Xitron Tech, Inc"
70:B3:D5:38:8,Xitron
00:50:C2:DF:E,Xitek Design Ltd
48:C0:93,"Xirrus, Inc"
50:60:28,"Xirrus, Inc"
00:0F:7D,Xirrus
94:E7:11,Xirka Dama Persada PT
70:B3:D5:9B:F,Xiris Automation Inc
00:10:A4,Xircom
00:80:C7,Xircom
00:05:3C,Xircom
00:15:6F,Xiranet Communications GmbH
00:1B:C5:03:C,Xiphos Systems Corp
00:19:76,"Xipher Tech, Llc"
00:50:C2:2A:4,Xipher Embedded Networking
00:18:A2,Xip Tech AB
00:D0:ED,Xiox
00:1F:93,Xiotech Corp
00:D0:B2,Xiotech Corp
0C:B4:A4,Xintai Automobile Intelligent Network Tech
50:A4:D0:8,XinLian'AnBao（Beijing）Tech Co，Ltd
C4:95:4D:8,"Xinjiang Golden Calf Energy Iot Tech Co, Ltd"
1C:88:79:9,Xingtera China Ltd
D0:B6:0A,Xingluo Tech Co Ltd
44:AD:19,Xingfei （H.K）Ltd
00:80:1E,"Xinetron, Inc"
00:0E:DB,XiNCOM Corp
B8:9A:9A,"Xin Shi Jia Tech (Beijing) Co, Ltd"
3C:C2:E1,"Xin Hua Control Engineering Co, Ltd"
00:1A:14,"Xin Hua Control Engineering Co, Ltd"
64:FB:81:6,"Ximo Communication Tech Co, Ltd"
00:0B:D0,XiMeta Tech Americas Inc
00:50:C2:36:F,Ximea s.r.o.
10:2C:83,Ximea
00:5D:03,"Xilinx, Inc"
00:0A:35,Xilinx
00:50:C2:93:4,Xilar Corp
1C:87:74:5,"Xiaoxinge (Tangshan) Electronic Tech Co, Ltd"
3C:42:7E:E,"Xiaoniu network Tech (Shanghai) Co, Ltd"
7C:49:EB,"Xiaomi Electronics, Co, Ltd"
40:31:3C,"Xiaomi Electronics, Co, Ltd"
28:6C:07,"Xiaomi Electronics, Co, Ltd"
EC:41:18,"Xiaomi Electronics, Co, Ltd"
50:64:2B,"Xiaomi Electronics, Co, Ltd"
78:11:DC,"Xiaomi Electronics, Co, Ltd"
04:CF:8C,"Xiaomi Electronics, Co, Ltd"
34:CE:00,"Xiaomi Electronics, Co, Ltd"
38:A4:ED,Xiaomi Communications Co Ltd
4C:63:71,Xiaomi Communications Co Ltd
BC:7F:A4,Xiaomi Communications Co Ltd
0C:1D:AF,Xiaomi Communications Co Ltd
70:BB:E9,Xiaomi Communications Co Ltd
18:01:F1,Xiaomi Communications Co Ltd
F4:8B:32,Xiaomi Communications Co Ltd
F0:B4:29,Xiaomi Communications Co Ltd
08:25:25,Xiaomi Communications Co Ltd
7C:03:5E,Xiaomi Communications Co Ltd
F4:60:E2,Xiaomi Communications Co Ltd
0C:98:38,Xiaomi Communications Co Ltd
C8:3D:DC,Xiaomi Communications Co Ltd
A4:50:46,Xiaomi Communications Co Ltd
64:B4:73,Xiaomi Communications Co Ltd
FC:64:BA,Xiaomi Communications Co Ltd
04:C8:07,Xiaomi Communications Co Ltd
E4:46:DA,Xiaomi Communications Co Ltd
9C:28:F7,Xiaomi Communications Co Ltd
58:20:59,Xiaomi Communications Co Ltd
E8:5A:8B,Xiaomi Communications Co Ltd
20:82:C0,Xiaomi Communications Co Ltd
00:EC:0A,Xiaomi Communications Co Ltd
D0:9C:7A,Xiaomi Communications Co Ltd
B0:E2:35,Xiaomi Communications Co Ltd
A8:9C:ED,Xiaomi Communications Co Ltd
80:AD:16,Xiaomi Communications Co Ltd
D8:32:E3,Xiaomi Communications Co Ltd
E0:CC:F8,Xiaomi Communications Co Ltd
74:51:BA,Xiaomi Communications Co Ltd
50:A0:09,Xiaomi Communications Co Ltd
7C:D6:61,Xiaomi Communications Co Ltd
9C:2E:A1,Xiaomi Communications Co Ltd
50:8F:4C,Xiaomi Communications Co Ltd
04:E5:98,Xiaomi Communications Co Ltd
14:F6:5A,Xiaomi Communications Co Ltd
C4:6A:B7,Xiaomi Communications Co Ltd
E0:62:67,Xiaomi Communications Co Ltd
64:09:80,Xiaomi Communications Co Ltd
20:47:DA,Xiaomi Communications Co Ltd
B4:C4:FC,Xiaomi Communications Co Ltd
C4:0B:CB,Xiaomi Communications Co Ltd
F4:F5:DB,Xiaomi Communications Co Ltd
90:78:B2,Xiaomi Communications Co Ltd
20:34:FB,Xiaomi Communications Co Ltd
94:87:E0,Xiaomi Communications Co Ltd
28:E3:1F,Xiaomi Communications Co Ltd
E0:DC:FF,Xiaomi Communications Co Ltd
1C:CC:D6,Xiaomi Communications Co Ltd
58:44:98,Xiaomi Communications Co Ltd
F8:A4:5F,Xiaomi Communications Co Ltd
64:CC:2E,Xiaomi Communications Co Ltd
7C:03:AB,Xiaomi Communications Co Ltd
A4:45:19,Xiaomi Communications Co Ltd
18:F0:E4,Xiaomi Communications Co Ltd
EC:D0:9F,Xiaomi Communications Co Ltd
D8:63:75,Xiaomi Communications Co Ltd
D8:CE:3A,Xiaomi Communications Co Ltd
04:D1:3A,Xiaomi Communications Co Ltd
4C:49:E3,Xiaomi Communications Co Ltd
74:23:44,Xiaomi Communications Co Ltd
10:2A:B3,Xiaomi Communications Co Ltd
0C:F3:46,Xiaomi Communications Co Ltd
04:B1:67,Xiaomi Communications Co Ltd
A4:4B:D5,Xiaomi Communications Co Ltd
68:DF:DD,Xiaomi Communications Co Ltd
9C:99:A0,Xiaomi Communications Co Ltd
D4:97:0B,Xiaomi Communications Co Ltd
20:F4:78,Xiaomi Communications Co Ltd
38:E6:0A,Xiaomi Communications Co Ltd
20:A6:0C,Xiaomi Communications Co Ltd
78:02:F8,Xiaomi Communications Co Ltd
E0:1F:88,Xiaomi Communications Co Ltd
18:59:36,Xiaomi Communications Co Ltd
AC:F7:F3,Xiaomi Communications Co Ltd
8C:BE:BE,Xiaomi Communications Co Ltd
AC:C1:EE,Xiaomi Communications Co Ltd
A0:86:C6,Xiaomi Communications Co Ltd
34:80:B3,Xiaomi Communications Co Ltd
80:35:C1,Xiaomi Communications Co Ltd
48:2C:A0,Xiaomi Communications Co Ltd
7C:1D:D9,Xiaomi Communications Co Ltd
28:16:7F,Xiaomi Communications Co Ltd
00:9E:C8,Xiaomi Communications Co Ltd
98:FA:E3,Xiaomi Communications Co Ltd
70:3A:51,Xiaomi Communications Co Ltd
60:AB:67,Xiaomi Communications Co Ltd
48:FD:A3,Xiaomi Communications Co Ltd
28:FD:80:5,Xiaocong Network Ltd
20:0A:5E,"Xiangshan Giant Eagle Tech Developing Co, Ltd"
34:D7:72,"Xiamen Yudian Automation Tech Co, Ltd"
F4:B5:49,"Xiamen Yeastar Information Tech Co, Ltd"
00:15:65,"Xiamen Yealink Network Tech Co, Ltd"
B4:A3:05,"Xiamen Yaxon Network Co, Ltd"
00:12:F7,"Xiamen Xinglian Electronics Co, Ltd"
B8:D8:12:5,Xiamen Xindeco Ltd
2C:26:5F:0,"Xiamen Vorlink Iot Tech Co, Ltd"
60:46:16,"Xiamen Vann Intelligent Co, Ltd"
24:E1:24,"Xiamen Ursaconn Tech Co , Ltd"
3C:6A:2C:D,"Xiamen Smarttek Co, Ltd"
60:95:CE:6,Xiamen Sigmastar Tech Ltd
48:0B:B2:A,"Xiamen Rongta Tech Co, Ltd"
70:B3:D5:DB:5,"Xiamen Point Circle Technologh Co, Ltd"
00:15:86,"Xiamen Overseas Chinese Electronic Co, Ltd"
C0:9A:71,Xiamen Meitu Mobile Tech CoLtd
70:B3:D5:9E:7,"Xiamen Maxincom Tech Co, Ltd"
7C:BC:84:1,"Xiamen Mage Information Tech Co, Ltd"
E8:A7:88,"Xiamen Leelen Tech Co, Ltd"
58:FC:DB:D,"Xiamen Leelen Tech Co, Ltd"
A0:BB:3E:6,"Xiamen Kehua Hengsheng Co, Ltd"
F0:23:B9:6,"Xiamen Jinhaode Electronic Co, Ltd"
A4:0D:BC,Xiamen Intretech Inc
6C:C1:47,"Xiamen Hanin Electronic Tech Co, Ltd"
54:D0:B4,"Xiamen Four-Faith Communication Tech Co, Ltd"
BC:F8:11,"Xiamen Dnake Tech Co, Ltd"
A0:28:33:6,"Xiamen Caimore Communication Tech Co, Ltd"
58:E8:76:D,"Xiamen Cacamle Tech Co, Ltd"
70:B3:D5:49:0,Xiamen Beogold Tech Co Ltd
2C:D1:41:7,"XiaMen 35.com Tech Co,.Ltd"
58:F6:7B,Xia Men UnionCore Tech Ltd
00:26:38,"Xia Men Joyatech Co, Ltd"
F0:AE:51,Xi3 Corp
3C:6A:2C:4,"XI'AN Yep Telecom Tech Co, Ltd"
70:B3:D5:B1:6,"XI'AN Shenming Electron Tech Co, Ltd"
54:B5:6C,"Xi'an NovaStar Tech Co, Ltd"
F0:41:C8:5,"XI'AN Mei Shang Mei Wireless TechCo, Ltd"
F8:C1:20,"Xi'an Link-Science Tech Co, Ltd"
B8:BA:68,"Xi'an Jizhong Digital Communication Co, Ltd"
54:9A:11:C,"Xi'an Hua Fan Tech Co, Ltd"
CC:F8:F0,"Xi'an Hisu Multimedia Tech Co, Ltd"
CC:72:86,"Xi'an Fengyu Information Tech Co, Ltd"
58:8D:64,"Xi'an Clevbee Tech Co, Ltd"
70:B3:D5:49:8,Xgem Sas
00:1F:71,"xG Tech, Inc"
70:F1:E5,Xetawave Llc
00:02:26,"XESystems, Inc"
70:B3:D5:7E:B,Xerox International Partners
08:00:72,Xerox Corp Univ Grant Program
00:00:04,Xerox Corp
00:00:AA,Xerox Corp
00:00:05,Xerox Corp
00:00:06,Xerox Corp
70:B3:D5:F3:E,Xerox Corp
00:00:01,Xerox Corp
00:00:07,Xerox Corp
00:00:09,Xerox Corp
00:00:02,Xerox Corp
9C:93:4E,Xerox Corp
00:00:03,Xerox Corp
00:00:00,Xerox Corp
00:00:08,Xerox Corp
40:D8:55:0C:1,Xepto Computing Inc
28:B0:CC,Xenya d.o.o.
00:50:C2:8F:0,Xentras Communications
70:B3:D5:C6:3,Xentech Solutions Ltd
00:16:3E,"Xensource, Inc"
00:08:BE,Xenpak Msa Group
38:91:FB,Xenox Holding BV
00:17:5F,"Xenolink Communications Co, Ltd"
00:1B:AA,XenICs nv
00:1F:BB,"Xenatech Co, Ltd"
C0:D3:91:8,Xena Security Ltd
04:F4:BC,Xena Networks
00:09:E0,Xemics S.A.
40:D8:55:0A:2,Xemex NV
70:B3:D5:AA:A,Xemex NV
00:50:C2:FA:3,Xemex NV
00:23:6B,"Xembedded, Inc"
00:0C:93,"Xeline Co, Ltd"
00:50:C2:8A:F,Xelerated
00:50:EA,"Xel Communications, Inc"
00:C0:73,Xedia Corp
7C:70:BC:1,"XD-GE Automation Co, Ltd"
00:16:CC,Xcute Mobile Corp
00:30:38,"Xcp, Inc"
CC:22:37:3,XConnect Professional Services
54:47:41,Xcheng Holding
70:B3:D5:E1:C,Xcenter AS
F0:77:D0,Xcellen
00:01:38,XAVi Tech Corp
E0:91:53,XAVi Tech Corp
70:B3:D5:C0:3,XAVi Tech Corp
70:B3:D5:1E:B,Xavant
00:60:89,Xata
00:E0:AE,Xaqti Corp
B0:A6:F5,"Xaptum, Inc"
E8:33:0D,Xaptec GmbH
80:93:93,Xapt GmbH
70:B3:D5:33:F,Xantia SA
00:15:D2,Xantech Corp
00:C0:75,Xante Corp
00:16:2C,Xanboo
00:0F:37,Xambala Inc
00:0F:42,Xalyo Systems
00:06:AF,Xalted Networks
00:27:1E,Xagyl Communications
70:B3:D5:EC:1,Xafax Nederland bv
00:50:C2:99:4,Xafax Nederland bv
40:D8:55:0D:F,Xadi Inc
B4:E8:C9,Xada Tech
00:50:C2:9B:E,Xad Communications Ltd
70:B3:D5:82:8,Xacti Corp
70:B3:D5:1D:2,Xacti Corp
00:20:6E,"Xact, Inc"
00:12:4E,Xac Automation Corp
70:9E:86,X6d Ltd
F8:47:2D,X2gen Digital Corp Ltd
00:21:D5,X2e GmbH
00:0C:64,X2 Msa Group
D8:7E:B1,"x.o.ware, Inc"
00:09:FF,X.net 2000 GmbH
00:01:48,X-traWeb Inc
00:25:81,x-star networks Inc
70:B3:D5:D6:F,X-Spex GmbH
00:50:C2:A6:8,X-Pert Paint Mixing Systems
70:B3:D5:71:1,X-Laser Llc
04:EE:91,x-fabric GmbH
00:0B:79,"X-Com, Inc"
00:18:DA,Würth Elektronik eiSos GmbH & Co KG
2C:AA:8E,Wyze Labs Inc
A4:DA:22:2,Wyze Labs Inc
34:5D:10,Wytek
50:58:00,"WyTec International, Inc"
00:80:64,Wyse Tech Llc
70:B3:D5:D5:9,WyreStorm Tech Ltd
E4:CE:02,WyreStorm Tech Ltd
70:B3:D5:D5:B,WyreStorm Tech Ltd
70:B3:D5:D5:A,WyreStorm Tech Ltd
38:B8:EB:E,Wyres Sas
00:1C:78,Wyplay Sas
00:24:EE,Wynmax Inc
74:D6:75,Wyma Tecnologia
C8:45:8F,Wyler AG
00:05:A8,Wyle Electronics
00:A0:15,Wyle
70:B3:D5:8C:3,"Wyebot, Inc"
A8:D8:8A,Wyconn
00:0C:71,"Wybron, Inc"
40:D8:55:0B:9,WxBR Sistemas de Telecomunicacoes Ltda
00:41:B4,"Wuxi Zhongxing Optoelectronics Tech Co, Ltd"
70:79:38,"Wuxi Zhanrui Electronic Tech Co, Ltd"
0C:C6:55,"Wuxi YSTen Tech Co, Ltd"
E0:79:5E,"Wuxi Xiaohu Tech Co, Ltd"
04:96:45,"Wuxi Sky Chip Interconnection Tech Co, Ltd"
40:D8:55:07:D,"Wuxi SiNeng New Energy Co, Ltd"
70:B3:D5:52:4,"Wuxi New Optical Communication Co, Ltd"
00:52:18,Wuxi Keboda Electron CoLtd
A4:ED:43:7,Wuxi Junction Infomation Tech Inc Co
7C:71:76,Wuxi iData Tech Co Ltd
98:87:44,"Wuxi Hongda Science and Tech Co, Ltd"
14:AB:56,"Wuxi Funide Digital Co, Ltd"
E4:3F:A2,Wuxi Dsp Tech Inc
B0:B3:53:7,Wuuk Labs Corp
D8:E7:43,"Wush, Inc"
1C:87:79:0,Wurm GmbH & Co KG Elektronische Systeme
9C:43:1E:8,Wunda Group plc
D4:9E:6D,"Wuhan Zhongyuan Huadian Science & Tech Co,"
00:1A:69,"Wuhan Yangtze Optical Tech Co, Ltd"
70:B3:D5:70:E,"Wuhan Xingtuxinke ELectronic Co, Ltd"
70:B3:D5:32:A,"Wuhan Xingtuxinke ELectronic Co, Ltd"
70:B3:D5:B4:0,"Wuhan Xingtuxinke ELectronic Co, Ltd"
70:B3:D5:43:5,"Wuhan Xingtuxinke ELectronic Co, Ltd"
70:B3:D5:D9:A,"Wuhan Xingtuxinke ELectronic Co, Ltd"
40:D8:55:08:9,"Wuhan Xingtuxinke ELectronic Co, Ltd"
70:B3:D5:CD:B,"Wuhan Xingtuxinke ELectronic Co, Ltd"
1C:21:D1:6,"Wuhan TieChi Detection Tech Co, Ltd"
4C:80:BA,"Wuhan Tianyu Information Industry Co, Ltd"
AC:20:3E,"Wuhan Tianyu Information Industry Co, Ltd"
74:F8:DB:7,"Wuhan Tianyu Information Industry Co, Ltd"
2C:7C:E4,"Wuhan Tianyu Information Industry Co, Ltd"
B8:32:41,"Wuhan Tianyu Information Industry Co, Ltd"
00:1C:AD,"Wuhan Telecommunication Devices Co, Ltd"
88:5D:90:4,"Wuhan Strong Electronics Co, Ltd"
74:E1:4A:C,"Wuhan Shenghong Laser Projection Tech Co, Ltd"
A0:3E:6B:6,"Wuhan Rui Ying Tong Network Tech Co, Ltd(China)"
00:04:67,Wuhan Research Institute of Mii
DC:EB:53,"Wuhan QianXiao Elecronic Tech Co, Ltd"
00:1D:2B,"Wuhan Pont Tech Co , Ltd"
48:DF:1C,Wuhan Nec Fibre Optic Communications industry Co Ltd
4C:65:A8:7,"Wuhan MoreQuick Network Tech Co, Ltd"
60:A1:1E,"Wuhan Maxsine Electric Co, Ltd"
B4:C4:76,Wuhan Maritime Communication Research Institute
18:38:25,"Wuhan Lingjiu High-Tech Co, Ltd"
0C:82:6A,"Wuhan Huagong Genuine Optics Tech Co, Ltd"
00:26:7A,"wuhan hongxin telecommunication Tech Co, Ltd"
4A:C0:3F,"Wuhan Hikstorage Tech Co, Ltd"
00:24:B9,Wuhan Higheasy Electronic Tech Development CoLtd
F8:1D:78:7,"Wuhan Guide Infrared Co, Ltd"
7C:C9:26,"Wuhan GreeNet Information Service Co, Ltd"
18:89:A0,"Wuhan Funshion Online Tech Co, Ltd"
14:F8:93,"Wuhan FiberHome Digital Tech Co, Ltd"
00:0A:C2,"Wuhan FiberHome Digital Tech Co, Ltd"
44:C6:9B,"Wuhan Feng Tian Information Network Co, Ltd"
70:B3:D5:88:B,"Wuhan Easylinkin Tech Co, Ltd"
68:2D:DC,"Wuhan Changjiang Electro-Communication Equipment Co, Ltd"
48:55:5C,"Wu Qi Tech, Inc"
D8:4D:B9,"Wu Qi Tech, Inc"
00:0D:36,"Wu Han Routon Electronic Co, Ltd"
00:0E:CA,Wtss Inc
70:B3:D5:AB:D,wtec GmbH
70:B3:D5:C8:A,Wte Ltd
08:3F:3E,Wsh GmbH
90:4E:91:4,Wrtnode Tech Inc
74:FF:7D,"Wren Sound Systems, Llc"
00:50:C2:F0:3,Wren Sound Systems
00:50:C2:7D:4,"WR Systems, Ltd"
00:22:E7,Wps Parking Systems
70:B3:D5:D8:6,Wpgsys Pte Ltd
64:E6:25,"Woxu Wireless Co, Ltd"
84:48:23,Woxter Tech Co Ltd
00:18:76,WowWee Ltd
40:D8:55:13:9,Wow System
70:B3:D5:6A:6,Wow System
00:1A:F6,"Woven Systems, Inc"
00:50:C2:DF:D,Wotbox Ltd
00:50:C2:2D:0,"Worth Data, Inc"
84:8B:CD:C,Wormit
00:17:7F,Worldsmart Retech
70:B3:D5:2C:7,Worldsensing
00:11:E7,Worldsat - Texas de France
B8:3A:7B,Worldplay (Canada) Inc
00:02:54,WorldGate
00:0F:26,WorldAccxx Llc
00:02:A1,World Wide Packets
00:50:C2:CC:0,World Time Solutions Ltd
EC:52:DC,World Media And Tech Corp
00:16:4F,World Ethnic Broadcastin Inc
08:EB:ED,"World Elite Tech Co, Ltd"
00:02:D2,Workstation AG
00:50:C2:56:5,Workpower Tecnologia Eletronica Ltda-Epp
00:20:72,Worklink Innovations
00:30:9E,Workbit Corp
00:12:B4,Work Microwave GmbH
40:D8:55:0A:5,WooshCom Corp
60:FD:56,"Woorisystems Co, Ltd"
64:ED:62,"Woorisystems Co, Ltd"
00:02:90,"Woorigisool, Inc"
00:11:F4,woori-net
00:22:7C,"Woori Smt Co, Ltd"
54:05:93,"Woori Elec Co, Ltd"
00:02:03,"Woonsang Telecom, Inc"
00:08:2B,"Wooksung Electronics, Inc"
